title,proposer,postedDate,status,admin,closedDate,lifespan,comments,dynasty
"Check before you travel","Ely","31 Mar  2011 08:47:15","Enacted","lilomar","31 Mar 2011  15:05:16",6,11,88
"Whose Line Is It Anyway?","Kevan","31 Mar  2011 12:03:59","Enacted","lilomar","31 Mar 2011  19:07:00",7,13,88
"My Oyster card is paid by Direct Debit","ais523","31 Mar  2011 12:31:33","Enacted","lilomar","31 Mar 2011  19:10:34",6,14,88
"A tour of London","ais523","31 Mar  2011 12:38:15","Enacted","lilomar","31 Mar 2011  19:11:17",6,14,88
"Change rules after you travel","Ely","31 Mar  2011 20:29:15","Enacted","Kevan","03 Apr 2011  00:08:16",51,12,88
"1946 Scrabble Ruleset (II)","Josh","31 Mar  2011 21:57:45","Enacted","Kevan","03 Apr 2011  00:08:46",50,14,88
"DÃƒÂ©jÃƒÂ  Vu","Florw","01 Apr  2011 00:55:29","Failed","Kevan","03 Apr 2011  00:13:30",47,14,88
"Your Circuitâ€™s Dead, Thereâ€™s Something Wrong","Kevan","01 Apr  2011 12:40:57","Enacted","Kevan","03 Apr 2011  00:13:58",35,13,88
"intersections, again :-/","udqbpn","02 Apr  2011 08:01:38","Failed","Kevan","04 Apr 2011  01:09:39",41,14,88
"Recall Becons","Chivalrybean","02 Apr  2011 16:58:26","Enacted","Kevan","04 Apr 2011  01:10:27",32,20,88
"Secret Passages and Walking in Circles","Bucky","02 Apr  2011 20:35:37","Enacted","Kevan","04 Apr 2011  02:48:38",30,18,88
"My Spaceship Knows Which Way To Go","Kevan","03 Apr  2011 07:24:39","Failed","Kevan","04 Apr 2011  02:49:40",19,14,88
"Tower Hill Defence","Kevan","03 Apr  2011 07:40:33","Enacted","Kevan","04 Apr 2011  02:50:34",19,15,88
"Odd: Kingâ€™s Cross St. Pancras, platform 9Ã‚Â¾","Ely","03 Apr  2011 10:42:17","Enacted","lilomar","04 Apr 2011  21:35:18",34,15,88
"Oh this is Odd, after changes upon changes, itâ€™s more or less the same.","Ely","03 Apr  2011 10:51:14","Failed","lilomar","04 Apr 2011  21:39:15",34,14,88
"Odd: Old Street, Old Trails","Ely","03 Apr  2011 11:41:05","Enacted","lilomar","04 Apr 2011  21:40:06",33,13,88
"Odd: London Bridge","ais523","03 Apr  2011 23:30:53","Failed","lilomar","04 Apr 2011  21:41:54",22,15,88
"Odd: Barbican","Travis","04 Apr  2011 00:30:45","Enacted","lilomar","04 Apr 2011  21:58:46",21,16,88
"The key turns both ways","Chivalrybean","04 Apr  2011 03:44:23","Enacted","lilomar","04 Apr 2011  22:01:24",18,14,88
"Odd: Euston","Josh","04 Apr  2011 08:19:00","Failed","lilomar","04 Apr 2011  22:03:01",13,13,88
"A simpler key","Subrincinator","04 Apr  2011 08:34:31","Enacted","lilomar","04 Apr 2011  22:03:32",13,14,88
"Know Your Names","Josh","04 Apr  2011 08:35:04","Enacted","lilomar","04 Apr 2011  22:05:05",13,13,88
"Unlocked Stations","Subrincinator","04 Apr  2011 08:56:48","Enacted","lilomar","04 Apr 2011  22:12:50",13,13,88
"Checkers","Josh","04 Apr  2011 10:12:10","Enacted","lilomar","04 Apr 2011  22:17:11",12,12,88
"Changing the Lock","Kevan","04 Apr  2011 10:31:08","Enacted","lilomar","04 Apr 2011  22:24:09",11,15,88
"People do not like fees","Ely","04 Apr  2011 12:46:46","Enacted","Kevan","05 Apr 2011  02:41:47",13,19,88
"Mr. Smith Goes to Washington","spikebrennan","04 Apr  2011 17:44:04","Enacted","Kevan","06 Apr 2011  02:31:05",32,13,88
"An alternative unlocking proposal","ais523","04 Apr  2011 17:50:50","Failed","Kevan","06 Apr 2011  02:31:51",32,14,88
"Status","spikebrennan","04 Apr  2011 18:40:57","Failed","Josh","06 Apr 2011  11:52:58",41,16,88
"Odd: Greenwich, in the mean timeâ€¦","lilomar","04 Apr  2011 20:54:49","Enacted","Josh","06 Apr 2011  11:53:50",38,10,88
"Odd: Baker Street","Travis","05 Apr  2011 00:33:41","Enacted","Josh","06 Apr 2011  11:54:42",35,12,88
"A fair lock for a brighter future","Josh","05 Apr  2011 06:04:41","Failed","Josh","06 Apr 2011  11:55:42",29,19,88
"Odd: Free Hugs in Marble Arch","Ely","05 Apr  2011 06:25:19","Failed","Josh","06 Apr 2011  11:56:20",29,25,88
"End of the Line","Kevan","05 Apr  2011 07:11:53","Enacted","Josh","06 Apr 2011  11:56:54",28,17,88
"Decisions, Decisions","Florw","05 Apr  2011 07:46:38","Failed","Kevan","07 Apr 2011  01:11:39",41,11,88
"Odd One Out","Kevan","05 Apr  2011 09:42:40","Enacted","Kevan","07 Apr 2011  01:32:41",39,13,88
"David and Golders Green","Josh","05 Apr  2011 10:39:21","Failed","Kevan","07 Apr 2011  01:34:22",38,7,88
"Odd: East Putney","Subrincinator","05 Apr  2011 13:20:37","Failed","Kevan","07 Apr 2011  01:38:38",36,10,88
"Odd: Canary Wharf","spikebrennan","05 Apr  2011 13:51:14","Failed","Kevan","07 Apr 2011  01:55:15",36,16,88
"Odd: Piccadilly Circus","spikebrennan","05 Apr  2011 15:36:05","Failed","Kevan","07 Apr 2011  01:56:06",34,9,88
"Odd: Leicester Square","ais523","06 Apr  2011 01:26:45","Failed","Kevan","07 Apr 2011  01:56:46",24,3,88
"I was standinâ€™ at the station.","lilomar","06 Apr  2011 04:30:18","Enacted","Kevan","07 Apr 2011  01:59:19",21,12,88
"Odd: Turnpike Lane","Josh","06 Apr  2011 08:11:47","Enacted","Josh","08 Apr 2011  01:22:48",41,10,88
"Odd man out","spikebrennan","06 Apr  2011 13:27:33","Enacted","Josh","08 Apr 2011  01:29:34",36,12,88
"Odd: Barking Dog","Chivalrybean","06 Apr  2011 15:23:43","Enacted","Josh","08 Apr 2011  01:29:44",34,14,88
"Jaywalking","spikebrennan","06 Apr  2011 19:08:32","Failed","lilomar","08 Apr 2011  12:31:33",41,12,88
"So I guess we never actually fixed this, huh","Josh","06 Apr  2011 20:41:16","Failed","lilomar","08 Apr 2011  12:32:17",39,13,88
"Odd: Ealing Common","Subrincinator","06 Apr  2011 22:09:10","Failed","Josh","08 Apr 2011  23:25:11",49,14,88
"Men at work","Chivalrybean","07 Apr  2011 06:26:28","Failed","Josh","08 Apr 2011  23:25:29",40,6,88
"Hermetic Order","Kevan","07 Apr  2011 08:31:53","Failed","Josh","08 Apr 2011  23:25:54",38,5,88
"Extraordinary rendition","Josh","07 Apr  2011 09:10:30","Failed","Kevan","09 Apr 2011  02:41:31",41,12,88
"Men actually at work over here","Chivalrybean","07 Apr  2011 15:02:04","Vetoed","?","11 Apr 2011  13:53:05",94,10,88
"Automatic Locks","Bucky","07 Apr  2011 15:52:24","Vetoed","?","11 Apr 2011  13:53:25",94,17,88
"That old veto argument","ais523","08 Apr  2011 05:23:36","Failed","?","11 Apr 2011  13:53:37",80,20,88
"Odd: Smithsonian","Josh","08 Apr  2011 07:40:55","Vetoed","?","11 Apr 2011  13:53:56",78,12,88
"Locks and Seals","Florw","08 Apr  2011 16:38:11","Vetoed","?","11 Apr 2011  13:54:12",69,8,88
"If weâ€™re going to make a change, letâ€™s make it radical","Josh","09 Apr  2011 06:25:52","Failed","?","11 Apr 2011  13:55:53",55,7,88
"Conflagration","Josh","09 Apr  2011 11:10:00","Vetoed","?","11 Apr 2011  13:56:01",50,3,88
"Eating grass is serious business","ais523","11 Apr  2011 20:46:22","Enacted","Josh","12 Apr 2011  05:35:23",8,30,89
"Sheeping count of money","ais523","11 Apr  2011 21:39:50","Enacted","Josh","12 Apr 2011  05:39:51",8,17,89
"The black sheep of the family","spikebrennan","11 Apr  2011 22:07:33","Enacted","Josh","12 Apr 2011  13:33:34",15,16,89
"Fleece","Travis","11 Apr  2011 22:17:38","Enacted","lilomar","12 Apr 2011  15:01:39",16,16,89
"Shunning the black sheep","Quazie","11 Apr  2011 22:44:31","Illegal","?","11 Apr 2011  15:57:32",6,1,89
"Mary had a little lamb, little lamb, little lamb","spikebrennan","12 Apr  2011 01:09:56","Enacted","?","12 Apr 2011  19:33:57",18,20,89
"Try to Shun again","Quazie","12 Apr  2011 01:35:44","Illegal","Purplebeard","12 Apr 2011  00:09:45",1,2,89
"Control Queue","Bucky","12 Apr  2011 02:46:35","Failed","?","12 Apr 2011  19:35:36",16,17,89
"Vive le Veto!","Klisz","12 Apr  2011 04:41:50","Failed","?","12 Apr 2011  19:35:51",14,16,89
"The Barn Wall","Purplebeard","12 Apr  2011 07:38:49","Failed","lilomar","12 Apr 2011  20:58:50",13,18,89
"Baaksheesh","Josh","12 Apr  2011 09:32:04","Enacted","lilomar","12 Apr 2011  21:00:06",11,16,89
"Slumsheep Millionaire","Josh","12 Apr  2011 09:54:02","Failed","Purplebeard","13 Apr 2011  00:12:03",14,21,89
"I had four green fields","spikebrennan","12 Apr  2011 12:50:37","Illegal","Josh","12 Apr 2011  13:28:38",0,11,89
"Alt Control Queue","Bucky","12 Apr  2011 16:24:16","Enacted","Purplebeard","13 Apr 2011  00:15:17",7,19,89
"The grass is greener","udqbpn","12 Apr  2011 17:13:01","Failed","Purplebeard","13 Apr 2011  00:18:02",7,12,89
"I Owe Ewe","Kevan","12 Apr  2011 17:39:46","Enacted","?","13 Apr 2011  07:40:47",14,18,89
"Animal Welfare Administrator","Travis","12 Apr  2011 20:52:53","Failed","?","13 Apr 2011  07:41:54",10,10,89
"Official buyouts","ais523","12 Apr  2011 21:13:07","Failed","?","13 Apr 2011  07:42:08",10,6,89
"Animal Welfare Administrator","Travis","12 Apr  2011 22:16:35","Enacted","?","13 Apr 2011  08:19:36",10,20,89
"Tattle-Tail","Florw","13 Apr  2011 04:04:50","Failed","lilomar","13 Apr 2011  12:39:51",8,9,89
"Totally Not An Allegory Of Apartheid","Purplebeard","13 Apr  2011 07:38:14","Enacted","Purplebeard","14 Apr 2011  00:14:15",16,14,89
"Crimes","Josh","13 Apr  2011 09:22:23","Failed","Purplebeard","15 Apr 2011  05:47:24",44,18,89
"Each one was a jewel, but strangers came and tried to take them from me","spikebrennan","13 Apr  2011 13:26:42","Failed","lilomar","13 Apr 2011  22:27:43",9,16,89
"Re-wording of banking rule","Axmann","13 Apr  2011 15:21:31","Failed","lilomar","13 Apr 2011  22:28:32",7,25,89
"Mr. Alarm Clock","Florw","13 Apr  2011 18:52:58","Failed","?","15 Apr 2011  19:12:59",48,21,89
"Growing Wool","Winner","13 Apr  2011 20:17:13","Enacted","?","15 Apr 2011  19:14:14",46,17,89
"I can see your hairy back","spikebrennan","13 Apr  2011 20:29:25","Enacted","Josh","16 Apr 2011  00:29:26",52,18,89
"Counting Power","Winner","13 Apr  2011 22:35:49","Enacted","Josh","15 Apr 2011  23:24:50",48,15,89
"Image Is Everything","Purplebeard","14 Apr  2011 07:28:23","Enacted","Josh","15 Apr 2011  23:25:24",39,21,89
"The Cabaal","Purplebeard","14 Apr  2011 07:41:09","Enacted","Josh","16 Apr 2011  01:33:10",41,20,89
"You there, do this, by shear force of will, if you have too.","Chivalrybean","14 Apr  2011 11:51:15","Vetoed","Josh","16 Apr 2011  01:34:16",37,12,89
"Three Bags Full","Kevan","14 Apr  2011 16:35:57","Enacted","Josh","16 Apr 2011  01:34:58",32,21,89
"Can someone give me an â€œAmenâ€?","spikebrennan","14 Apr  2011 16:47:11","Enacted","lilomar","16 Apr 2011  16:58:12",48,17,89
"Bleat-ch and the Sun","Axmann","14 Apr  2011 17:58:17","Failed","lilomar","16 Apr 2011  17:00:18",47,21,89
"Baared from the job","ais523","14 Apr  2011 18:23:56","Enacted","lilomar","16 Apr 2011  17:00:57",46,17,89
"Can someone give me an Ã¢â‚¬Å“AmbienÃ¢â‚¬Â?","Travis","14 Apr  2011 21:21:43","Vetoed","Josh","15 Apr 2011  23:20:44",25,20,89
"Bleat-ch and ink (Amendment to Bleat-ch and the Sun)","Axmann","15 Apr  2011 01:07:57","Failed","lilomar","16 Apr 2011  17:02:58",39,14,89
"Black and White Licence","Kevan","15 Apr  2011 08:54:19","Enacted","lilomar","16 Apr 2011  17:04:20",32,14,89
"Color Master","Winner","15 Apr  2011 22:31:44","Illegal","Josh","15 Apr 2011  23:16:45",0,6,89
"Remove â€œHead of PRâ€","Axmann","17 Apr  2011 02:04:27","Failed","Purplebeard","18 Apr 2011  07:37:28",29,20,89
"Official ousting, attempt 2","ais523","17 Apr  2011 08:12:21","Enacted","Purplebeard","19 Apr 2011  01:41:22",41,21,89
"Own your very own meadow","ais523","17 Apr  2011 08:23:29","Enacted","Purplebeard","19 Apr 2011  01:42:30",41,19,89
"Bill of Rights","Axmann","17 Apr  2011 12:05:21","Failed","Purplebeard","19 Apr 2011  01:44:22",37,16,89
"Record Keeper","Winner","17 Apr  2011 20:43:45","Failed","Purplebeard","19 Apr 2011  01:44:46",29,17,89
"Pastures New","Kevan","18 Apr  2011 08:24:36","Enacted","Purplebeard","20 Apr 2011  01:29:37",41,11,89
"Divide and Conquer","Josh","18 Apr  2011 09:46:42","Failed","Purplebeard","20 Apr 2011  01:30:43",39,16,89
"Lord of the Field","Bucky","18 Apr  2011 17:06:09","Enacted","Purplebeard","20 Apr 2011  01:31:10",32,24,89
"Shearer fix","Josh","19 Apr  2011 07:55:55","Vetoed","Purplebeard","22 Apr 2011  08:38:56",72,13,89
"Essentials","Purplebeard","22 Apr  2011 15:42:52","Enacted","Purplebeard","23 Apr 2011  02:30:53",10,15,90
"The Suits","Purplebeard","22 Apr  2011 15:51:49","Enacted","Purplebeard","23 Apr 2011  02:34:50",10,15,90
"Shareholders and Board of Directors","spikebrennan","22 Apr  2011 18:15:58","Failed","lilomar","24 Apr 2011  11:54:59",41,13,90
"History Lesson","Bucky","22 Apr  2011 18:47:42","Enacted","lilomar","24 Apr 2011  11:55:43",41,15,90
"Corporate business plans","spikebrennan","22 Apr  2011 19:05:46","Failed","?","24 Apr 2011  12:51:47",41,16,90
"Corporate Name Protection","Bucky","22 Apr  2011 19:16:18","Enacted","lilomar","24 Apr 2011  14:09:19",42,13,90
"Markets","Tiberias","23 Apr  2011 00:11:00","Enacted","lilomar","24 Apr 2011  17:21:01",41,14,90
"Site banner","Axmann","23 Apr  2011 10:31:07","Failed","lilomar","24 Apr 2011  17:38:08",31,22,90
"Business Plans, Take II","lilomar","24 Apr  2011 01:46:54","Enacted","lilomar","25 Apr 2011  06:16:55",28,13,90
"two","udqbpn","24 Apr  2011 04:11:23","Vetoed","lilomar","25 Apr 2011  06:23:24",26,15,90
"Pain","udqbpn","24 Apr  2011 17:00:43","Vetoed","lilomar","25 Apr 2011  06:23:44",13,8,90
"Bobby Tables","udqbpn","24 Apr  2011 17:13:36","Illegal","lilomar","24 Apr 2011  11:44:37",5,1,90
"Sam Bell","udqbpn","24 Apr  2011 17:28:18","Illegal","lilomar","24 Apr 2011  11:44:19",5,1,90
"stock/share alignment","imreading","25 Apr  2011 01:30:26","Enacted","?","25 Apr 2011  23:56:27",22,16,90
"Bankruptcy","Bucky","25 Apr  2011 03:36:40","Enacted","Purplebeard","27 Apr 2011  01:59:41",46,24,90
"Order Up","Purplebeard","25 Apr  2011 08:43:01","Failed","Purplebeard","27 Apr 2011  02:00:03",41,11,90
"Fractals","udqbpn","25 Apr  2011 08:45:34","Illegal","Purplebeard","25 Apr 2011  01:55:35",6,0,90
"Karma","udqbpn","25 Apr  2011 12:14:26","Illegal","?","25 Apr 2011  05:35:27",6,0,90
"Board meeting, take 2","spikebrennan","25 Apr  2011 15:14:25","Failed","lilomar","27 Apr 2011  08:38:26",41,12,90
"Order Up II: Order Harder","Purplebeard","26 Apr  2011 07:08:11","Enacted","lilomar","27 Apr 2011  20:45:12",37,12,90
"Letâ€™s get things going.","Ely","26 Apr  2011 10:37:10","Failed","lilomar","27 Apr 2011  20:49:11",34,6,90
"Persistent Idlers","Bucky","26 Apr  2011 13:55:39","Enacted","Purplebeard","28 Apr 2011  07:21:40",41,12,90
"Keeping us greedy","Tiberias","26 Apr  2011 18:00:50","Failed","Purplebeard","28 Apr 2011  07:22:51",37,9,90
"Letâ€™s get things going. II - when things get actually going.","Ely","26 Apr  2011 19:34:50","Failed","lilomar","28 Apr 2011  13:39:51",42,12,90
"Iâ€™m Out","Purplebeard","27 Apr  2011 09:01:23","Enacted","Purplebeard","29 Apr 2011  03:26:24",42,11,90
"Bankruptcy passedâ€¦","lilomar","27 Apr  2011 12:50:10","Failed","Purplebeard","29 Apr 2011  03:28:11",38,13,90
"Itâ€™s good to be the king","spikebrennan","27 Apr  2011 21:05:31","Failed","Purplebeard","29 Apr 2011  03:28:32",30,11,90
"Anti-persistent idlers","spikebrennan","27 Apr  2011 21:16:55","Failed","Purplebeard","29 Apr 2011  03:28:56",30,10,90
"A decentralized market","Bucky","27 Apr  2011 22:02:58","Enacted","Yoda","01 May 2011  12:42:59",86,15,90
"Power To The People (With Power)","Purplebeard","28 Apr  2011 13:19:41","Enacted","Yoda","01 May 2011  12:51:42",71,10,90
"Frank Sinatra","spikebrennan","29 Apr  2011 15:29:40","Enacted","Yoda","01 May 2011  12:56:41",45,9,90
"Worthy companies.","Ely","29 Apr  2011 16:04:26","Failed","Yoda","01 May 2011  12:57:27",44,15,90
"Well, I goofed.","Ely","29 Apr  2011 22:26:19","Failed","Yoda","01 May 2011  13:18:20",38,12,90
"Longer Quarters","Galtori","01 May  2011 19:51:23","Enacted","?","03 May 2011  15:56:24",44,9,90
"For what it is Worth.","Ely","01 May  2011 20:18:05","Failed","Yoda","03 May 2011  15:57:06",43,11,90
"Mass Inflation","Purplebeard","02 May  2011 07:30:10","Enacted","Purplebeard","04 May 2011  01:00:11",41,10,90
"Orange Crop Forecasts","Purplebeard","02 May  2011 07:46:25","Enacted","Purplebeard","04 May 2011  01:03:26",41,10,90
"potato","udqbpn","02 May  2011 13:51:01","Vetoed","Purplebeard","04 May 2011  01:05:02",35,9,90
"Bite this one in the butt before it bites back","Yoda","02 May  2011 17:09:53","Enacted","Yoda","04 May 2011  11:36:54",42,7,90
"Change business plan of Rules & Co.","Travis","02 May  2011 19:45:24","Failed","Yoda","04 May 2011  11:37:25",39,8,90
"Change the business plan of Rules & Co.","Travis","02 May  2011 22:07:36","Failed","Yoda","04 May 2011  15:57:37",41,13,90
"More on Ventures","Yoda","03 May  2011 20:17:00","Failed","Yoda","04 May 2011  15:58:01",19,4,90
"The Most Powerful Force In The Universe","Purplebeard","04 May  2011 08:09:57","Failed","Purplebeard","05 May 2011  00:28:58",16,6,90
"Any Colour, So Long As It Isâ€¦ Blue!","Purplebeard","04 May  2011 08:18:11","Enacted","Purplebeard","06 May 2011  01:46:12",41,10,90
"Disincentives for Hoarding","Yoda","04 May  2011 23:07:05","Failed","Yoda","06 May 2011  19:56:06",44,16,90
"Heâ€™s one of us nowâ€¦","Yoda","04 May  2011 23:26:23","Enacted","Yoda","06 May 2011  19:58:24",44,8,90
"New Business Plan for Rules & Co.","Travis","05 May  2011 03:31:57","Failed","Yoda","07 May 2011  08:08:58",52,4,90
"The urge to merge","spikebrennan","05 May  2011 17:55:26","Enacted","Yoda","07 May 2011  12:15:27",42,8,90
"The Great Equalizer","Yoda","08 May  2011 02:09:18","Failed","Purplebeard","09 May 2011  01:44:19",23,12,90
"Economic Stimulus Package","Yoda","08 May  2011 02:16:46","Enacted","Purplebeard","09 May 2011  01:44:47",23,11,90
"A Couple Of Small Tweaks","Purplebeard","09 May  2011 08:46:35","Enacted","Yoda","11 May 2011  12:56:36",52,8,90
"And they hang your portrait in the headquarters lobby","spikebrennan","09 May  2011 11:50:37","Enacted","Yoda","11 May 2011  13:09:38",49,10,90
"Cash Flow Problems","Purplebeard","09 May  2011 13:08:49","Enacted","Yoda","11 May 2011  13:12:50",48,9,90
"One size does not fit all","Bucky","09 May  2011 17:51:57","Failed","Yoda","11 May 2011  13:13:58",43,17,90
"The Great Equalizer, Again","Yoda","09 May  2011 19:14:32","Enacted","Yoda","11 May 2011  13:19:34",42,12,90
"Iâ€™ll see you in court","spikebrennan","09 May  2011 19:28:03","Failed","Yoda","11 May 2011  13:20:04",41,7,90
"Some Business Plan Clarification","Yoda","11 May  2011 20:20:42","Enacted","Yoda","12 May 2011  08:55:43",12,6,90
"A Way to Increase Stock Prices","Yoda","11 May  2011 20:28:07","Failed","Yoda","12 May 2011  08:56:09",12,7,90
"Proper Takeovers","Purplebeard","12 May  2011 07:43:27","Enacted","?","15 May 2011  12:51:28",77,9,90
"Economies of Scale","Purplebeard","12 May  2011 07:58:40","Enacted","?","15 May 2011  12:52:41",76,8,90
"We have other jobs too, you know!","Yoda","12 May  2011 15:56:25","Failed","Yoda","15 May 2011  12:53:26",68,12,90
"Cayman Island Holding Corp. - Shareholder Meeting: Replace Management","ais523","13 May  2011 14:31:26","Vetoed","Yoda","15 May 2011  12:54:27",46,5,90
"I can win any time I want, but letâ€™s do it by proposal rather than spamming","ais523","13 May  2011 14:48:09","Failed","Yoda","15 May 2011  12:58:10",46,29,90
"Letâ€™s Introduce Some Law and Order","Galtori","13 May  2011 18:49:11","Enacted","Yoda","15 May 2011  13:00:12",42,10,90
"Mortis Maximis - Shareholder Meeting: Replace Management","Yoda","14 May  2011 17:27:42","Vetoed","Yoda","17 May 2011  06:47:43",61,12,90
"Reset Button","Bucky","15 May  2011 22:04:03","Vetoed","Yoda","17 May 2011  06:48:04",32,9,90
"Separation of Functions","Bucky","15 May  2011 22:10:21","Vetoed","Yoda","17 May 2011  06:48:23",32,5,90
"The Basics","Yoda","17 May  2011 13:45:16","Enacted","Bucky","17 May 2011  20:27:17",6,32,91
"Proper Names","Yoda","17 May  2011 14:14:26","Enacted","?","17 May 2011  21:16:27",7,17,91
"New core rule","SingularByte","17 May  2011 14:39:22","Failed","SingularByte","17 May 2011  22:44:23",8,19,91
"Lesser Divinities","Josh","17 May  2011 15:41:38","Enacted","Purplebeard","18 May 2011  00:06:39",8,14,91
"Politics and Global Warning","Bucky","17 May  2011 16:58:47","Failed","Purplebeard","18 May 2011  00:07:48",7,16,91
"Letâ€™s Start Planting","Galtori","17 May  2011 18:37:51","Vetoed","Kevan","18 May 2011  05:46:53",11,15,91
"A trivial one","Ely","17 May  2011 19:22:14","Vetoed","Kevan","18 May 2011  05:47:15",10,19,91
"Calling Ground Control, over","Bucky","17 May  2011 19:51:03","Enacted","Bucky","18 May 2011  10:55:04",15,16,91
"Zombie framework","ais523","17 May  2011 21:52:46","Enacted","Yoda","18 May 2011  19:50:47",21,18,91
"There are defences","Keba","17 May  2011 22:18:20","Enacted","Yoda","18 May 2011  20:59:21",22,13,91
"Spring Cleaning","Purplebeard","18 May  2011 07:46:44","Failed","Yoda","18 May 2011  20:59:46",13,9,91
"This is not a solitaire.","Ely","18 May  2011 09:44:27","Failed","Yoda","18 May 2011  21:00:28",11,12,91
"Watering Can","Kevan","18 May  2011 10:35:19","Failed","Josh","20 May 2011  04:05:20",41,31,91
"Spring Cleaning, Now With Properly-Labeled Brooms","Purplebeard","18 May  2011 12:33:43","Enacted","Josh","20 May 2011  04:05:44",39,17,91
"Letâ€™s Start Planting, Part 2","Yoda","18 May  2011 13:56:58","Enacted","Josh","20 May 2011  04:09:59",38,17,91
"Strike the Earth!","SingularByte","18 May  2011 14:07:54","Enacted","Josh","20 May 2011  07:34:55",41,27,91
"Creation, Destruction and Motives.","Bucky","18 May  2011 15:41:10","Enacted","Josh","20 May 2011  07:37:11",39,18,91
"[Trivial] We are Zombie bait","Bucky","18 May  2011 17:56:25","Enacted","Josh","20 May 2011  07:37:26",37,16,91
"Big Dumb Object","spikebrennan","18 May  2011 17:59:37","Failed","Josh","20 May 2011  07:40:38",37,13,91
"You know some cool plants, donÃ¢â‚¬Ëœt you?","Keba","18 May  2011 20:23:52","Failed","Josh","20 May 2011  07:40:53",35,25,91
"One step at a time","Yoda","18 May  2011 21:09:13","Enacted","Josh","20 May 2011  07:41:14",34,15,91
"Proposal: Mowing The Lawn","aguydude","18 May  2011 23:56:23","Failed","Josh","20 May 2011  07:44:24",31,15,91
"Join the Plant Resistance Front","Ely","19 May  2011 07:49:45","Failed","Josh","20 May 2011  09:13:46",25,19,91
"MÃƒÂ¶bius Farm","Purplebeard","19 May  2011 08:03:53","Failed","Josh","21 May 2011  02:54:54",42,21,91
"Theyâ€™re coming.","Ely","19 May  2011 08:29:11","Enacted","Bucky","21 May 2011  18:56:12",58,18,91
"Experiment","Josh","19 May  2011 12:39:04","Failed","Kevan","22 May 2011  01:30:05",60,18,91
"Zombies may move","Keba","19 May  2011 21:37:14","Failed","Kevan","22 May 2011  01:30:15",51,12,91
"Exponential Growth Is Awesome","Purplebeard","20 May  2011 12:09:36","Enacted","?","22 May 2011  15:56:37",51,16,91
"Condensed Plots","Yoda","20 May  2011 16:43:38","Enacted","?","22 May 2011  15:57:39",47,11,91
"Monogrammatic Nomenclature","Kevan","20 May  2011 17:30:13","Failed","?","22 May 2011  16:02:14",46,11,91
"And All The Boards Did Shrink","Kevan","20 May  2011 17:32:29","Failed","?","22 May 2011  16:02:30",46,15,91
"A few constructions","SingularByte","20 May  2011 18:19:42","Failed","?","22 May 2011  16:02:43",45,9,91
"The same few constructions","SingularByte","21 May  2011 06:13:55","Failed","SingularByte","22 May 2011  23:04:56",40,12,91
"Constructions version 3, now with less conditionals","SingularByte","23 May  2011 06:01:58","Enacted","Josh","25 May 2011  00:56:59",42,9,91
"MÃƒÂ¶bius Farm, Again","Purplebeard","23 May  2011 07:09:06","Enacted","Josh","25 May 2011  01:01:08",41,10,91
"28 Hays Later","Purplebeard","23 May  2011 07:27:42","Failed","Josh","25 May 2011  01:09:43",41,18,91
"Residential Evil","Ely","23 May  2011 08:24:53","Failed","Josh","25 May 2011  01:49:54",41,13,91
"Zombies can attack","aguydude","24 May  2011 08:15:56","Failed","Josh","26 May 2011  01:38:57",41,15,91
"Herbivore Zombie","aguydude","25 May  2011 01:20:48","Enacted","SingularByte","26 May 2011  23:54:49",46,10,91
"The Bribe","Josh","25 May  2011 07:51:27","Enacted","?","27 May 2011  00:01:28",40,17,91
"Z","Ely","25 May  2011 12:18:30","Failed","Purplebeard","27 May 2011  00:03:31",35,18,91
"Good Day Sunshine","Purplebeard","25 May  2011 12:31:28","Failed","Purplebeard","27 May 2011  00:10:29",35,9,91
"29 Hays Later","Purplebeard","25 May  2011 12:41:40","Failed","Purplebeard","27 May 2011  00:10:41",35,13,91
"When the Rotten come","Ely","25 May  2011 13:03:41","Enacted","Josh","27 May 2011  08:05:42",43,12,91
"it livesâ€¦.sorta","Darknight","26 May  2011 03:46:11","Failed","Josh","27 May 2011  08:10:12",28,15,91
"The Conservative Principle","Josh","26 May  2011 07:37:19","Enacted","SingularByte","28 May 2011  10:03:20",50,16,91
"Something to fight for","SingularByte","26 May  2011 19:06:06","Enacted","?","28 May 2011  13:00:07",41,10,91
"A to Z","Yoda","26 May  2011 20:18:07","Enacted","?","28 May 2011  13:03:08",40,9,91
"A few fixes","SingularByte","26 May  2011 21:03:15","Enacted","?","28 May 2011  13:03:17",40,11,91
"Incentives Redux","aguydude","26 May  2011 22:57:32","Enacted","?","28 May 2011  13:04:33",38,11,91
"From the bottom to the top.","Ely","27 May  2011 07:27:40","Enacted","?","28 May 2011  13:07:42",29,14,91
"A Win Condition","aguydude","27 May  2011 08:32:45","Failed","?","28 May 2011  13:21:46",28,27,91
"The Waves beside them danced; but they // Out-did the sparkling waves in glee:","Ely","28 May  2011 08:30:55","Enacted","Purplebeard","30 May 2011  01:31:57",41,9,91
"Tree Farming","Bucky","28 May  2011 16:29:18","Enacted","Purplebeard","30 May 2011  01:34:19",33,10,91
"Run away!","SingularByte","29 May  2011 07:07:46","Enacted","Purplebeard","31 May 2011  00:47:47",41,9,91
"Sloth","Ely","29 May  2011 15:13:26","Failed","Purplebeard","31 May 2011  00:51:27",33,11,91
